"Feature" "Gain" "Cover" "Frequency"
"2726" "`ZO=F_NZ50_rsi14_ratio`" 0 0 0
"2727" "HSI_JKSE_rsi14_ratio" 0 0 0
"2728" "`AXJO_LE=F_price_ratio`" 0 0 0
"2729" "FVX_TYX_rsi14_ratio" 0 0 0
"2730" "XLY_KLSE_rsi14_ratio" 0 0 0
"2731" "RUT_N100_price_ratio" 0 0 0
"2732" "XLE_BVSP_rsi14_ratio" 0 0 0.001
"2733" "TWII_JKSE_rsi14_ratio" 0 0 0.001
"2734" "`TYX_GF=F_rsi14_ratio`" 0 0 0
"2735" "DJI_IRX_rsi14_ratio" 0 0 0
"2736" "`ZL=F_GF=F_rsi14_ratio`" 0 0 0
"2737" "`XLK_HG=F_price_ratio`" 0 0 0
"2738" "`HG=F_HO=F_rsi14_ratio`" 0 0 0
"2739" "XLP_IEF_price_ratio" 0 0 0
"2740" "`BVSP_ZL=F_price_ratio`" 0 0 0
"2741" "XLE_KLSE_rsi14_ratio" 0 0 0
"2742" "XLE_BVSP_price_ratio" 0 0 0
"2743" "TYX.Close" 0 0 0
"2744" "AXJO_KLSE_price_ratio" 0 0 0
"2745" "`ZR=F_LE=F_price_ratio`" 0 0 0
"2746" "`CC=F_TWII_price_ratio`" 0 0 0
"2747" "`XLV_NG=F_rsi14_ratio`" 0 0 0
"2748" "`XLI_HG=F_price_ratio`" 0 0 0
"2749" "`KS11_LE=F_price_ratio`" 0 0 0
"2750" "FCHI_AORD_rsi14_ratio" 0 0 0
"2751" "N100_BVSP_rsi14_ratio" 0 0 0
"2752" "`IXIC_SI=F_rsi14_ratio`" 0 0 0
"2753" "`ZR=F_HG=F_price_ratio`" 0 0 0
"2754" "FCHI_GSPTSE_rsi14_ratio" 0 0 0
"2755" "KLSE_FTSE_price_ratio" 0 0 0
"2756" "N225_IEF_price_ratio" 0 0 0
"2757" "`JKSE_ZC=F_rsi14_ratio`" 0 0 0
"2758" "`KE=F_NZ50_rsi14_ratio`" 0 0 0
"2759" "`XLP_HE=F_price_ratio`" 0 0 0
"2760" "DJI_FCHI_price_ratio" 0 0 0
"2761" "`IRX_SB=F_price_ratio`" 0 0 0
"2762" "`XLF_ZS=F_rsi14_ratio`" 0 0 0
"2763" "TYX_KS11_rsi14_ratio" 0 0 0
"2764" "`XLV_CL=F_price_ratio`" 0 0 0
"2765" "`TWII_LE=F_rsi14_ratio`" 0 0 0
"2766" "MERV_JKSE_rsi14_ratio" 0 0 0
"2767" "GSPC_smacross" 0 0 0
"2768" "DJI_BFX_price_ratio" 0 0 0
"2769" "FVX_KS11_rsi14_ratio" 0 0 0
"2770" "XLF_IRX_rsi14_ratio" 0 0 0
"2771" "`ZO=F_RB=F_rsi14_ratio`" 0 0 0
"2772" "FCHI_SHY_rsi14_ratio" 0 0 0
"2773" "`N100_GC=F_price_ratio`" 0 0 0
"2774" "nth_wday_month4th_2_of_7" 0 0 0
"2775" "`ZR=F_HO=F_rsi14_ratio`" 0 0 0
"2776" "`XLF_CC=F_rsi14_ratio`" 0 0 0
"2777" "`KLSE_KE=F_rsi14_ratio`" 0 0 0
"2778" "`CC=F_KLSE_rsi14_ratio`" 0 0 0
"2779" "`HSI_CC=F_rsi14_ratio`" 0 0 0
"2780" "`NG=F_SHY_rsi14_ratio`" 0 0 0.001
"2781" "XLI_IEF_price_ratio" 0 0 0
"2782" "`ZR=F_JKSE_rsi14_ratio`" 0 0 0
"2783" "`TNX_SI=F_price_ratio`" 0 0 0
"2784" "`JKSE_ZS=F_rsi14_ratio`" 0 0 0
"2785" "`TYX_KE=F_price_ratio`" 0 0 0
"2786" "TNX_IEF_rsi14_ratio" 0 0 0
"2787" "`CT=F_LE=F_price_ratio`" 0 0 0
"2788" "`STI_ZR=F_rsi14_ratio`" 0 0 0
"2789" "`IXIC_ZL=F_rsi14_ratio`" 0 0 0
"2790" "`XLI_SB=F_price_ratio`" 0 0 0
"2791" "`BSESN_KC=F_price_ratio`" 0 0 0
"2792" "FTSE_N225_price_ratio" 0 0 0
"2793" "`FVX_HG=F_price_ratio`" 0 0 0
"2794" "GSPC_N100_price_ratio" 0 0 0
"2795" "XLP_TWII_rsi14_ratio" 0 0 0
"2796" "XLK_GDAXI_rsi14_ratio" 0 0 0.001
"2797" "`CT=F_FVX_rsi14_ratio`" 0 0 0
"2798" "XLB_JKSE_rsi14_ratio" 0 0 0
"2799" "`CC=F_TLT_rsi14_ratio`" 0 0 0
"2800" "`N100_ZM=F_rsi14_ratio`" 0 0 0
"2801" "MXX_KLSE_price_ratio" 0 0 0
"2802" "AORD_N225_rsi14_ratio" 0 0 0
"2803" "`CC=F_VIX_rsi14_ratio`" 0 0 0.001
"2804" "`KLSE_HE=F_rsi14_ratio`" 0 0 0.001
"2805" "`NYA_GC=F_price_ratio`" 0 0 0
"2806" "XLU_IRX_rsi14_ratio" 0 0 0
"2807" "XLK_AXJO_rsi14_ratio" 0 0 0
"2808" "GDAXI_000001.SS_price_ratio" 0 0 0
"2809" "KC.F_rsi14" 0 0 0
"2810" "`DJI_RB=F_price_ratio`" 0 0 0
"2811" "XLI_NZ50_rsi14_ratio" 0 0 0
"2812" "BVSP_FTSE_price_ratio" 0 0 0
"2813" "HSI_N225_price_ratio" 0 0 0
"2814" "BFX_FTSE_price_ratio" 0 0 0
"2815" "XLV_TWII_rsi14_ratio" 0 0 0
"2816" "`GDAXI_LE=F_price_ratio`" 0 0 0
"2817" "`ZC=F_HG=F_price_ratio`" 0 0 0
"2818" "`ZM=F_NZ50_rsi14_ratio`" 0 0 0
"2819" "`SI=F_GF=F_rsi14_ratio`" 0 0 0
"2820" "`SI=F_LE=F_price_ratio`" 0 0 0.001
"2821" "`TNX_ZO=F_rsi14_ratio`" 0 0 0
"2822" "`N100_CC=F_rsi14_ratio`" 0 0 0
"2823" "`FVX_ZM=F_price_ratio`" 0 0 0
"2824" "`CC=F_FVX_price_ratio`" 0 0 0
"2825" "`SB=F_OJ=F_rsi14_ratio`" 0 0 0
"2826" "`LE=F_TLT_price_ratio`" 0 0 0
"2827" "BSESN_IEF_rsi14_ratio" 0 0 0
"2828" "IEF_SHY_price_ratio" 0 0 0
"2829" "`AORD_SB=F_rsi14_ratio`" 0 0 0
"2830" "`TWII_ZS=F_rsi14_ratio`" 0 0 0
"2831" "`KC=F_KS11_price_ratio`" 0 0 0
"2832" "XLB_TNX_rsi14_ratio" 0 0 0
"2833" "`XAX_KE=F_rsi14_ratio`" 0 0 0.001
"2834" "AXJO_STI_rsi14_ratio" 0 0 0
"2835" "NYA_IXIC_price_ratio" 0 0 0
"2836" "`KC=F_KE=F_rsi14_ratio`" 0 0 0
"2837" "`TWII_CL=F_rsi14_ratio`" 0 0 0
"2838" "`ZO=F_N225_rsi14_ratio`" 0 0 0
"2839" "XLV_MERV_price_ratio" 0 0 0
"2840" "`XAX_LE=F_price_ratio`" 0 0 0
"2841" "BFX_SHY_rsi14_ratio" 0 0 0
"2842" "`VIX_LE=F_price_ratio`" 0 0 0
"2843" "`DJI_ZO=F_rsi14_ratio`" 0 0 0
"2844" "XLI_IEF_rsi14_ratio" 0 0 0
"2845" "RUT_BSESN_rsi14_ratio" 0 0 0
"2846" "`AORD_HE=F_price_ratio`" 0 0 0
"2847" "`KS11_ZC=F_rsi14_ratio`" 0 0 0.001
"2848" "DJI_BVSP_rsi14_ratio" 0 0 0
"2849" "NZ50_rsi14" 0 0 0
"2850" "`ZM=F_HE=F_rsi14_ratio`" 0 0 0
"2851" "`GSPC_CL=F_price_ratio`" 0 0 0
"2852" "`XLK_SB=F_rsi14_ratio`" 0 0 0
"2853" "FVX_TLT_price_ratio" 0 0 0
"2854" "XAX_DJI_price_ratio" 0 0 0
"2855" "`GC=F_HE=F_rsi14_ratio`" 0 0 0.001
"2856" "`SB=F_NG=F_rsi14_ratio`" 0 0 0
"2857" "GDAXI_rsi14" 0 0 0
"2858" "`XLE_GC=F_price_ratio`" 0 0 0
"2859" "XLI_XLK_price_ratio" 0 0 0
"2860" "`NYA_KE=F_rsi14_ratio`" 0 0 0
"2861" "`BSESN_ZO=F_rsi14_ratio`" 0 0 0
"2862" "XLK_GDAXI_price_ratio" 0 0 0
"2863" "`XLP_ZS=F_rsi14_ratio`" 0 0 0
"2864" "`XAX_ZM=F_rsi14_ratio`" 0 0 0
"2865" "`HG=F_SHY_price_ratio`" 0 0 0
"2866" "`CT=F_TLT_price_ratio`" 0 0 0
"2867" "XLI_HSI_rsi14_ratio" 0 0 0
"2868" "`ZR=F_IEF_price_ratio`" 0 0 0
"2869" "`NYA_SI=F_rsi14_ratio`" 0 0 0
"2870" "`ZO=F_JKSE_rsi14_ratio`" 0 0 0
"2871" "`ZR=F_VIX_price_ratio`" 0 0 0
"2872" "TNX_TYX_price_ratio" 0 0 0
"2873" "IEF_NZ50_price_ratio" 0 0 0
"2874" "BFX_FVX_rsi14_ratio" 0 0 0
"2875" "XLK_GSPTSE_price_ratio" 0 0 0
"2876" "`ZM=F_HO=F_rsi14_ratio`" 0 0 0
"2877" "TWII_SHY_rsi14_ratio" 0 0 0
"2878" "`AORD_GF=F_price_ratio`" 0 0 0
"2879" "`CC=F_GSPTSE_price_ratio`" 0 0 0
"2880" "`FCHI_ZM=F_rsi14_ratio`" 0 0 0
"2881" "`VIX_ZC=F_rsi14_ratio`" 0 0 0
"2882" "`OJ=F_TLT_rsi14_ratio`" 0 0 0
"2883" "`GSPTSE_HE=F_rsi14_ratio`" 0 0 0
"2884" "BVSP_rsi14" 0 0 0
"2885" "`XLF_GF=F_rsi14_ratio`" 0 0 0
"2886" "`RUT_CL=F_rsi14_ratio`" 0 0 0
"2887" "`CT=F_JKSE_rsi14_ratio`" 0 0 0
"2888" "month_of_year9" 0 0 0
"2889" "`HO=F_TLT_price_ratio`" 0 0 0
"2890" "XLE_000001.SS_rsi14_ratio" 0 0 0
"2891" "NYA_TYX_rsi14_ratio" 0 0 0
"2892" "`GSPC_ZL=F_price_ratio`" 0 0 0
"2893" "`AORD_ZC=F_price_ratio`" 0 0 0
"2894" "`NYA_ZM=F_rsi14_ratio`" 0 0 0
"2895" "XLU_STI_price_ratio" 0 0 0
"2896" "VIX_TWII_rsi14_ratio" 0 0 0
"2897" "`GSPTSE_GC=F_rsi14_ratio`" 0 0 0.001
"2898" "`KLSE_ZC=F_price_ratio`" 0 0 0
"2899" "IXIC_MERV_rsi14_ratio" 0 0 0
"2900" "XLP_HSI_rsi14_ratio" 0 0 0
"2901" "`XLI_HO=F_price_ratio`" 0 0 0
"2902" "MERV_IRX_price_ratio" 0 0 0
"2903" "AORD_VIX_rsi14_ratio" 0 0 0
"2904" "`VIX_RB=F_price_ratio`" 0 0 0
"2905" "`000001.SS_ZM=F_price_ratio`" 0 0 0
"2906" "`ZO=F_ZL=F_price_ratio`" 0 0 0
"2907" "XLE_MERV_price_ratio" 0 0 0
"2908" "FTSE_KS11_rsi14_ratio" 0 0 0.001
"2909" "`HSI_SI=F_price_ratio`" 0 0 0
"2910" "`MXX_GC=F_price_ratio`" 0 0 0
"2911" "XLY_KS11_rsi14_ratio" 0 0 0
"2912" "XAX_BSESN_rsi14_ratio" 0 0 0
"2913" "XLK_TNX_rsi14_ratio" 0 0 0
"2914" "XLB_AORD_rsi14_ratio" 0 0 0
"2915" "TLT_NZ50_price_ratio" 0 0 0
"2916" "`XLK_ZC=F_price_ratio`" 0 0 0
"2917" "`KLSE_GC=F_rsi14_ratio`" 0 0 0.001
"2918" "IRX_JKSE_rsi14_ratio" 0 0 0
"2919" "`XLB_RB=F_price_ratio`" 0 0 0
"2920" "`RB=F_OJ=F_rsi14_ratio`" 0 0 0.001
"2921" "AORD_BFX_rsi14_ratio" 0 0 0
"2922" "DJI_N100_rsi14_ratio" 0 0 0
"2923" "XLF_SHY_rsi14_ratio" 0 0 0
"2924" "`KC=F_GSPTSE_rsi14_ratio`" 0 0 0
"2925" "`CC=F_ZC=F_rsi14_ratio`" 0 0 0.001
"2926" "`XLK_KE=F_rsi14_ratio`" 0 0 0
"2927" "XLE_XLK_rsi14_ratio" 0 0 0
"2928" "XLV_N100_rsi14_ratio" 0 0 0
"2929" "XAX_XLY_price_ratio" 0 0 0
"2930" "`XLE_ZC=F_rsi14_ratio`" 0 0 0
"2931" "XLF_TYX_rsi14_ratio" 0 0 0
"2932" "N100_BVSP_price_ratio" 0 0 0
"2933" "`ZO=F_N225_price_ratio`" 0 0 0
"2934" "`ZL=F_ZC=F_price_ratio`" 0 0 0.001
"2935" "`BVSP_OJ=F_price_ratio`" 0 0 0
"2936" "IRX_TWII_rsi14_ratio" 0 0 0
"2937" "`ZM=F_KE=F_price_ratio`" 0 0 0
"2938" "DJI_GDAXI_rsi14_ratio" 0 0 0
"2939" "`ZR=F_GSPTSE_rsi14_ratio`" 0 0 0
"2940" "DJI_000001.SS_rsi14_ratio" 0 0 0
"2941" "`CT=F_CL=F_rsi14_ratio`" 0 0 0
"2942" "IEF_smacross" 0 0 0
"2943" "`XLY_OJ=F_rsi14_ratio`" 0 0 0
"2944" "`AXJO_GC=F_price_ratio`" 0 0 0
"2945" "TLT_XHB_price_ratio" 0 0 0
"2946" "`XLF_ZO=F_price_ratio`" 0 0 0
"2947" "`BSESN_HE=F_price_ratio`" 0 0 0
"2948" "RUT_DJI_price_ratio" 0 0 0
"2949" "BFX_rsi14" 0 0 0
"2950" "`ZR=F_SHY_price_ratio`" 0 0 0
"2951" "XLP_TNX_rsi14_ratio" 0 0 0
"2952" "`BVSP_ZL=F_rsi14_ratio`" 0 0 0
"2953" "`GSPTSE_SB=F_rsi14_ratio`" 0 0 0
"2954" "`TYX_RB=F_price_ratio`" 0 0 0
"2955" "`RUT_GC=F_rsi14_ratio`" 0 0 0
"2956" "`RUT_KE=F_price_ratio`" 0 0 0
"2957" "HSI_rsi14" 0 0 0
"2958" "`SB=F_RB=F_price_ratio`" 0 0 0
"2959" "IXIC_VIX_rsi14_ratio" 0 0 0
"2960" "`ZC=F_OJ=F_rsi14_ratio`" 0 0 0
"2961" "TYX_SHY_rsi14_ratio" 0 0 0
"2962" "`FTSE_ZM=F_rsi14_ratio`" 0 0 0
"2963" "`NYA_SB=F_rsi14_ratio`" 0 0 0
"2964" "XAX_IXIC_rsi14_ratio" 0 0 0
"2965" "`XLF_HG=F_price_ratio`" 0 0 0
"2966" "`RUT_HE=F_price_ratio`" 0 0 0
"2967" "XLE_TYX_rsi14_ratio" 0 0 0
"2968" "`VIX_HO=F_price_ratio`" 0 0 0
"2969" "`XLF_ZC=F_rsi14_ratio`" 0 0 0
"2970" "`XLY_ZC=F_rsi14_ratio`" 0 0 0
"2971" "GSPC_STI_rsi14_ratio" 0 0 0
"2972" "KLSE_TWII_price_ratio" 0 0 0
"2973" "GSPC_TYX_rsi14_ratio" 0 0 0
"2974" "FTSE_TWII_price_ratio" 0 0 0
"2975" "`000001.SS_JKSE_price_ratio`" 0 0 0
"2976" "`FCHI_ZC=F_rsi14_ratio`" 0 0 0
"2977" "`ZS=F_HE=F_price_ratio`" 0 0 0
"2978" "`KLSE_ZM=F_rsi14_ratio`" 0 0 0
"2979" "`NYA_CT=F_price_ratio`" 0 0 0
"2980" "XLF_AXJO_rsi14_ratio" 0 0 0.001
"2981" "`FCHI_KE=F_price_ratio`" 0 0 0
"2982" "`ZM=F_LE=F_price_ratio`" 0 0 0
"2983" "`ZL=F_NG=F_rsi14_ratio`" 0 0 0
"2984" "FCHI_N225_price_ratio" 0 0 0
"2985" "`MXX_LE=F_price_ratio`" 0 0 0
"2986" "NYA_JKSE_price_ratio" 0 0 0
"2987" "GDAXI_IRX_rsi14_ratio" 0 0 0
"2988" "`CT=F_NG=F_price_ratio`" 0 0 0
"2989" "`KLSE_SI=F_rsi14_ratio`" 0 0 0
"2990" "`TWII_GF=F_price_ratio`" 0 0 0
"2991" "`GDAXI_GC=F_price_ratio`" 0 0 0
"2992" "`CL=F_IEF_price_ratio`" 0 0 0
"2993" "NYA_JKSE_rsi14_ratio" 0 0 0
"2994" "TNX_N225_rsi14_ratio" 0 0 0.001
"2995" "XLP_IXIC_price_ratio" 0 0 0
"2996" "`ZC=F_HG=F_rsi14_ratio`" 0 0 0
"2997" "STI_TLT_rsi14_ratio" 0 0 0
"2998" "GSPC_TNX_rsi14_ratio" 0 0 0
"2999" "`XLU_CC=F_rsi14_ratio`" 0 0 0
"3000" "`ZR=F_ZS=F_price_ratio`" 0 0 0
"3001" "XLY_BFX_price_ratio" 0 0 0
"3002" "`CC=F_JKSE_price_ratio`" 0 0 0
"3003" "`IXIC_ZL=F_price_ratio`" 0 0 0
"3004" "`AXJO_LE=F_rsi14_ratio`" 0 0 0
"3005" "`SB=F_HG=F_price_ratio`" 0 0 0
"3006" "XAX_FTSE_price_ratio" 0 0 0
"3007" "`XLB_CL=F_price_ratio`" 0 0 0
"3008" "NYA_XLK_rsi14_ratio" 0 0 0
"3009" "`ZM=F_ZS=F_price_ratio`" 0 0 0
"3010" "`ZR=F_KS11_price_ratio`" 0 0 0
"3011" "BVSP_000001.SS_price_ratio" 0 0 0
"3012" "`XLE_ZM=F_price_ratio`" 0 0 0
"3013" "`GSPTSE_OJ=F_price_ratio`" 0 0 0
"3014" "`IXIC_HG=F_rsi14_ratio`" 0 0 0
"3015" "XLP_IEF_rsi14_ratio" 0 0 0
"3016" "`NG=F_ZS=F_rsi14_ratio`" 0 0 0
"3017" "`NYA_GC=F_rsi14_ratio`" 0 0 0
"3018" "AORD_SHY_rsi14_ratio" 0 0 0
"3019" "`HSI_ZM=F_rsi14_ratio`" 0 0 0.001
"3020" "`KLSE_ZC=F_rsi14_ratio`" 0 0 0
"3021" "`IXIC_CT=F_rsi14_ratio`" 0 0 0
"3022" "`ZO=F_LE=F_price_ratio`" 0 0 0
"3023" "`KC=F_000001.SS_price_ratio`" 0 0 0
"3024" "`KC=F_CL=F_price_ratio`" 0 0 0
"3025" "`KLSE_RB=F_rsi14_ratio`" 0 0 0
"3026" "`KC=F_TNX_rsi14_ratio`" 0 0 0
"3027" "`GDAXI_OJ=F_price_ratio`" 0 0 0
"3028" "STI_FTSE_price_ratio" 0 0 0
"3029" "IXIC_BSESN_rsi14_ratio" 0 0 0
"3030" "`HE=F_XHB_rsi14_ratio`" 0 0 0
"3031" "IXIC_N100_rsi14_ratio" 0 0 0
"3032" "`HE=F_IEF_rsi14_ratio`" 0 0 0
"3033" "`XAX_NG=F_price_ratio`" 0 0 0
"3034" "`ZL=F_SHY_price_ratio`" 0 0 0
"3035" "FCHI_FVX_price_ratio" 0 0 0
"3036" "`XLY_GC=F_rsi14_ratio`" 0 0 0
"3037" "`XLI_KC=F_rsi14_ratio`" 0 0 0
"3038" "`FCHI_OJ=F_rsi14_ratio`" 0 0 0
"3039" "MXX_BSESN_price_ratio" 0 0 0
"3040" "`HO=F_IEF_rsi14_ratio`" 0 0 0
"3041" "`SI=F_OJ=F_price_ratio`" 0 0 0
"3042" "`BFX_KC=F_rsi14_ratio`" 0 0 0
"3043" "`FVX_ZO=F_price_ratio`" 0 0 0
"3044" "`CC=F_FTSE_price_ratio`" 0 0 0
"3045" "RUT_SHY_rsi14_ratio" 0 0 0
"3046" "`XLV_ZC=F_price_ratio`" 0 0 0
"3047" "`STI_HO=F_rsi14_ratio`" 0 0 0
"3048" "`ZC=F_GF=F_price_ratio`" 0 0 0
"3049" "`SB=F_NG=F_price_ratio`" 0 0 0
"3050" "BVSP_N225_rsi14_ratio" 0 0 0
"3051" "`KC=F_NZ50_rsi14_ratio`" 0 0 0
"3052" "XLU_XLY_rsi14_ratio" 0 0 0.001
"3053" "`HG=F_NZ50_price_ratio`" 0 0 0
"3054" "`000001.SS_XHB_price_ratio`" 0 0 0
"3055" "`JKSE_GF=F_price_ratio`" 0 0 0
"3056" "`XLF_ZS=F_price_ratio`" 0 0 0
"3057" "`N100_ZO=F_rsi14_ratio`" 0 0 0
"3058" "`KLSE_HG=F_price_ratio`" 0 0 0
"3059" "`NYA_KC=F_rsi14_ratio`" 0 0 0
"3060" "`CC=F_000001.SS_price_ratio`" 0 0 0
"3061" "`XLK_SB=F_price_ratio`" 0 0 0
"3062" "MXX_KLSE_rsi14_ratio" 0 0 0
"3063" "`TWII_GF=F_rsi14_ratio`" 0 0 0
"3064" "GSPC_MXX_rsi14_ratio" 0 0.001 0
"3065" "GSPC_GDAXI_rsi14_ratio" 0 0 0
"3066" "MXX_JKSE_price_ratio" 0 0 0
"3067" "`CT=F_ZS=F_price_ratio`" 0 0 0
"3068" "BVSP_TYX_price_ratio" 0 0 0
"3069" "`N225_ZM=F_price_ratio`" 0 0 0
"3070" "NYA_TLT_price_ratio" 0 0 0
"3071" "`XLP_GC=F_rsi14_ratio`" 0 0 0
"3072" "XLU_IEF_price_ratio" 0 0 0
"3073" "GDAXI_TLT_price_ratio" 0 0 0
"3074" "`ZR=F_RB=F_price_ratio`" 0 0 0
"3075" "`HO=F_KE=F_rsi14_ratio`" 0 0 0
"3076" "`STI_ZM=F_price_ratio`" 0 0 0
"3077" "RUT_AORD_price_ratio" 0 0 0
"3078" "`HSI_ZL=F_rsi14_ratio`" 0 0 0
"3079" "`ZL=F_ZS=F_rsi14_ratio`" 0 0 0.001
"3080" "XLF_JKSE_rsi14_ratio" 0 0 0
"3081" "`ZL=F_ZS=F_price_ratio`" 0 0 0
"3082" "XLP_N100_rsi14_ratio" 0 0 0
"3083" "N225_SHY_price_ratio" 0 0 0
"3084" "MXX_NZ50_price_ratio" 0 0 0
"3085" "`RUT_SI=F_price_ratio`" 0 0 0
"3086" "XLE_BSESN_price_ratio" 0 0 0
"3087" "`AXJO_CC=F_price_ratio`" 0 0 0
"3088" "XAX_IXIC_price_ratio" 0 0 0
"3089" "KLSE_IEF_rsi14_ratio" 0 0 0
"3090" "RUT_FVX_rsi14_ratio" 0 0 0
"3091" "`XLF_ZL=F_price_ratio`" 0 0 0
"3092" "STI_TYX_price_ratio" 0 0 0
"3093" "`HSI_HO=F_rsi14_ratio`" 0 0 0
"3094" "NYA_DJI_price_ratio" 0 0 0
"3095" "BFX_TWII_rsi14_ratio" 0 0 0
"3096" "XAX_AXJO_price_ratio" 0 0 0
"3097" "`HO=F_IEF_price_ratio`" 0 0 0
"3098" "BFX_GSPTSE_price_ratio" 0 0 0
"3099" "XLU_GSPC_price_ratio" 0 0 0
"3100" "TWII_XHB_rsi14_ratio" 0 0 0
"3101" "`SB=F_ZC=F_rsi14_ratio`" 0 0 0
"3102" "`FVX_GC=F_rsi14_ratio`" 0 0 0
"3103" "`XLE_OJ=F_rsi14_ratio`" 0 0 0
"3104" "N225_TLT_rsi14_ratio" 0 0 0
"3105" "TNX_TYX_rsi14_ratio" 0 0 0.001
"3106" "`TNX_GF=F_price_ratio`" 0 0 0
"3107" "`GSPC_NG=F_rsi14_ratio`" 0 0 0
"3108" "`TYX_ZO=F_rsi14_ratio`" 0 0 0
"3109" "RUT_XAX_rsi14_ratio" 0 0 0.001
"3110" "`CT=F_RB=F_price_ratio`" 0 0 0
"3111" "TWII_XHB_price_ratio" 0 0 0
"3112" "KLSE_TYX_rsi14_ratio" 0 0 0
"3113" "XLB_IEF_price_ratio" 0 0 0
"3114" "`KS11_CL=F_price_ratio`" 0 0 0
"3115" "XLU_N225_rsi14_ratio" 0 0 0.001
"3116" "nth_wday_month1th_6_of_2" 0 0 0
"3117" "VIX_SHY_rsi14_ratio" 0 0 0
"3118" "IXIC_KS11_rsi14_ratio" 0 0 0
"3119" "`AXJO_SI=F_price_ratio`" 0 0 0
"3120" "AORD_TNX_price_ratio" 0 0 0
"3121" "`GDAXI_NG=F_rsi14_ratio`" 0 0 0
"3122" "`AXJO_KC=F_rsi14_ratio`" 0 0 0
"3123" "`BVSP_CC=F_price_ratio`" 0 0 0
"3124" "TYX_FTSE_price_ratio" 0 0 0
"3125" "XLY_FCHI_price_ratio" 0 0 0
"3126" "`GDAXI_CT=F_rsi14_ratio`" 0 0 0
"3127" "AXJO_JKSE_price_ratio" 0 0 0
"3128" "XLE_GDAXI_price_ratio" 0 0 0
"3129" "GSPC_FTSE_price_ratio" 0 0 0
"3130" "`RB=F_NZ50_rsi14_ratio`" 0 0 0
"3131" "BFX_STI_rsi14_ratio" 0 0 0
"3132" "KLSE_TNX_price_ratio" 0 0 0
"3133" "XAX_N225_price_ratio" 0 0 0
"3134" "`RUT_SI=F_rsi14_ratio`" 0 0 0
"3135" "`CC=F_KE=F_price_ratio`" 0 0 0
"3136" "TLT_rsi14" 0 0 0
"3137" "GSPTSE_XHB_rsi14_ratio" 0 0 0
"3138" "FCHI_STI_price_ratio" 0 0 0
"3139" "XLE_GSPC_price_ratio" 0 0 0
"3140" "BVSP_VIX_rsi14_ratio" 0 0 0
"3141" "XLK_KLSE_price_ratio" 0 0 0
"3142" "`ZC=F_SHY_price_ratio`" 0 0 0
"3143" "STI_NZ50_rsi14_ratio" 0 0 0
"3144" "NYA_smacross" 0 0 0
"3145" "`GSPC_RB=F_rsi14_ratio`" 0 0 0
"3146" "N100_BSESN_rsi14_ratio" 0 0 0
"3147" "TLT_SHY_rsi14_ratio" 0 0 0
"3148" "FVX_TLT_rsi14_ratio" 0 0 0
"3149" "`TNX_HO=F_rsi14_ratio`" 0 0 0
"3150" "`DJI_KC=F_price_ratio`" 0 0 0
"3151" "`MXX_HE=F_rsi14_ratio`" 0 0 0
"3152" "`KC=F_KLSE_price_ratio`" 0 0 0
"3153" "`XLV_HG=F_rsi14_ratio`" 0 0 0
"3154" "`GDAXI_KC=F_rsi14_ratio`" 0 0 0
"3155" "`XLU_LE=F_rsi14_ratio`" 0 0 0
"3156" "`N225_ZS=F_price_ratio`" 0 0 0
"3157" "`FTSE_GF=F_rsi14_ratio`" 0 0 0
"3158" "`VIX_NG=F_price_ratio`" 0 0 0
"3159" "`GDAXI_KE=F_price_ratio`" 0 0 0
"3160" "`XLK_ZL=F_rsi14_ratio`" 0 0 0
"3161" "RUT_BFX_price_ratio" 0 0 0
"3162" "`XLI_SI=F_rsi14_ratio`" 0 0 0
"3163" "`XLY_HO=F_rsi14_ratio`" 0 0 0
"3164" "`MERV_HO=F_price_ratio`" 0 0 0
"3165" "GSPC_SHY_rsi14_ratio" 0 0 0
"3166" "XAX_FVX_price_ratio" 0 0 0
"3167" "XLB_IEF_rsi14_ratio" 0 0 0
"3168" "XLY_TNX_rsi14_ratio" 0 0 0
"3169" "`TYX_SB=F_price_ratio`" 0 0 0
"3170" "`XLK_ZC=F_rsi14_ratio`" 0 0 0.001
"3171" "`BVSP_SI=F_rsi14_ratio`" 0 0 0
"3172" "XLY_000001.SS_rsi14_ratio" 0 0 0
"3173" "`BFX_HO=F_rsi14_ratio`" 0 0 0
"3174" "DJI_TWII_price_ratio" 0 0 0
"3175" "ZC.F_rsi14" 0 0 0
"3176" "`HSI_ZS=F_rsi14_ratio`" 0 0 0
"3177" "`HSI_HE=F_rsi14_ratio`" 0 0 0
"3178" "XLI_IRX_rsi14_ratio" 0 0 0
"3179" "`KC=F_SI=F_price_ratio`" 0 0 0.001
"3180" "IRX_FTSE_price_ratio" 0 0 0
"3181" "GSPC_AXJO_rsi14_ratio" 0 0 0
"3182" "`CT=F_KLSE_price_ratio`" 0 0 0
"3183" "`CL=F_SI=F_price_ratio`" 0 0 0
"3184" "`SI=F_TLT_price_ratio`" 0 0 0
"3185" "`BFX_ZC=F_rsi14_ratio`" 0 0 0
"3186" "RUT_XLV_rsi14_ratio" 0 0 0
"3187" "`VIX_HE=F_rsi14_ratio`" 0 0 0
"3188" "XLI_GSPTSE_rsi14_ratio" 0 0 0.001
"3189" "XLV_AORD_rsi14_ratio" 0 0 0
"3190" "`HG=F_ZS=F_price_ratio`" 0 0 0
