"Feature" "Gain" "Cover" "Frequency"
"1788" "`MXX_CT=F_rsi14_ratio`" 0 0.001 0.001
"1789" "XLE_KLSE_price_ratio" 0 0.001 0
"1790" "DJI_FTSE_price_ratio" 0 0.001 0
"1791" "TWII_XHB_rsi14_ratio" 0 0 0
"1792" "GF.F_smacross" 0 0 0
"1793" "`MXX_KE=F_price_ratio`" 0 0 0
"1794" "`XAX_CT=F_price_ratio`" 0 0 0
"1795" "`ZL=F_HO=F_price_ratio`" 0 0 0
"1796" "XLE_GSPC_price_ratio" 0 0 0
"1797" "`XLU_KC=F_rsi14_ratio`" 0 0 0.001
"1798" "`TWII_SI=F_price_ratio`" 0 0 0
"1799" "TYX_KS11_price_ratio" 0 0 0
"1800" "MERV_IEF_rsi14_ratio" 0 0 0
"1801" "`XLB_HO=F_price_ratio`" 0 0.001 0
"1802" "`VIX_SI=F_rsi14_ratio`" 0 0 0
"1803" "`XLP_GC=F_rsi14_ratio`" 0 0 0
"1804" "`SB=F_ZS=F_rsi14_ratio`" 0 0 0.001
"1805" "`XLY_GC=F_rsi14_ratio`" 0 0 0
"1806" "`ZO=F_TLT_rsi14_ratio`" 0 0 0
"1807" "`BFX_CC=F_rsi14_ratio`" 0 0 0
"1808" "XLE_TNX_price_ratio" 0 0.001 0
"1809" "BVSP_NZ50_price_ratio" 0 0 0
"1810" "FVX_TWII_rsi14_ratio" 0 0 0
"1811" "XLU_AORD_price_ratio" 0 0 0
"1812" "`BFX_LE=F_price_ratio`" 0 0.001 0
"1813" "`XLF_RB=F_rsi14_ratio`" 0 0.001 0
"1814" "XLP_FCHI_price_ratio" 0 0 0
"1815" "NYA_MERV_rsi14_ratio" 0 0 0
"1816" "XLE_BSESN_price_ratio" 0 0 0
"1817" "`XLU_GF=F_rsi14_ratio`" 0 0 0.001
"1818" "AXJO_N225_price_ratio" 0 0 0
"1819" "`SI=F_KE=F_rsi14_ratio`" 0 0 0
"1820" "`XLE_GF=F_price_ratio`" 0 0 0
"1821" "RUT_smacross" 0 0 0
"1822" "`HG=F_SI=F_rsi14_ratio`" 0 0 0
"1823" "VIX_IEF_price_ratio" 0 0 0
"1824" "`XLK_HO=F_rsi14_ratio`" 0 0 0
"1825" "`XLE_ZM=F_rsi14_ratio`" 0 0 0
"1826" "`IRX_GC=F_rsi14_ratio`" 0 0 0
"1827" "XLY_MXX_rsi14_ratio" 0 0 0
"1828" "`N225_CL=F_rsi14_ratio`" 0 0 0.001
"1829" "JKSE_SHY_rsi14_ratio" 0 0 0
"1830" "`KLSE_HE=F_price_ratio`" 0 0 0
"1831" "XLY_HSI_rsi14_ratio" 0 0 0
"1832" "`XLE_SB=F_price_ratio`" 0 0 0
"1833" "BFX_GDAXI_rsi14_ratio" 0 0 0.001
"1834" "`XLP_ZR=F_price_ratio`" 0 0 0
"1835" "`BVSP_LE=F_rsi14_ratio`" 0 0 0
"1836" "`TNX_ZM=F_rsi14_ratio`" 0 0 0
"1837" "XAX_XLP_price_ratio" 0 0 0
"1838" "`ZO=F_LE=F_price_ratio`" 0 0.001 0
"1839" "TNX_GSPTSE_rsi14_ratio" 0 0 0
"1840" "`CT=F_OJ=F_price_ratio`" 0 0 0
"1841" "`XLI_ZC=F_rsi14_ratio`" 0 0 0
"1842" "IXIC_BSESN_rsi14_ratio" 0 0 0
"1843" "IXIC_N100_price_ratio" 0 0 0
"1844" "`XLI_CC=F_price_ratio`" 0 0 0
"1845" "GDAXI_BSESN_rsi14_ratio" 0 0 0.001
"1846" "`CL=F_GF=F_rsi14_ratio`" 0 0 0.001
"1847" "XLB_XLY_price_ratio" 0 0 0
"1848" "`GDAXI_ZO=F_rsi14_ratio`" 0 0 0
"1849" "GSPC_smacross" 0 0 0
"1850" "`MXX_GC=F_price_ratio`" 0 0 0
"1851" "N100_rsi14" 0 0 0
"1852" "`XLU_GC=F_rsi14_ratio`" 0 0 0.001
"1853" "`AORD_LE=F_price_ratio`" 0 0 0
"1854" "`GSPC_GC=F_rsi14_ratio`" 0 0 0.001
"1855" "XLE_XLK_rsi14_ratio" 0 0 0
"1856" "XAX_BSESN_price_ratio" 0 0 0
"1857" "`ZR=F_ZM=F_price_ratio`" 0 0 0
"1858" "`KC=F_IRX_rsi14_ratio`" 0 0 0
"1859" "TLT_XHB_rsi14_ratio" 0 0 0
"1860" "`KLSE_HG=F_rsi14_ratio`" 0 0 0.001
"1861" "`AXJO_SI=F_price_ratio`" 0 0 0
"1862" "FTSE_smacross" 0 0 0
"1863" "XLP_XLY_price_ratio" 0 0 0
"1864" "RUT_AORD_rsi14_ratio" 0 0 0
"1865" "`SB=F_GF=F_price_ratio`" 0 0.001 0
"1866" "`XLK_KE=F_rsi14_ratio`" 0 0.001 0
"1867" "`GSPC_RB=F_rsi14_ratio`" 0 0 0
"1868" "`XLK_ZM=F_rsi14_ratio`" 0 0 0
"1869" "`TNX_CL=F_rsi14_ratio`" 0 0 0
"1870" "`CT=F_ZS=F_price_ratio`" 0 0 0
"1871" "XLF_N225_rsi14_ratio" 0 0 0.001
"1872" "AORD_BSESN_rsi14_ratio" 0 0.001 0
"1873" "`XLI_ZL=F_rsi14_ratio`" 0 0 0
"1874" "XAX_smacross" 0 0 0
"1875" "`XLP_NG=F_rsi14_ratio`" 0 0 0
"1876" "`HO=F_OJ=F_rsi14_ratio`" 0 0 0
"1877" "XLE_MXX_rsi14_ratio" 0 0 0
"1878" "DJI_BFX_price_ratio" 0 0 0
"1879" "BFX_KLSE_rsi14_ratio" 0 0 0
"1880" "NYA_FCHI_rsi14_ratio" 0 0 0
"1881" "XLE_XHB_price_ratio" 0 0 0
"1882" "`XLP_HG=F_rsi14_ratio`" 0 0 0.001
"1883" "`CC=F_FVX_rsi14_ratio`" 0 0 0
"1884" "`XLY_SB=F_rsi14_ratio`" 0 0 0
"1885" "`N225_GC=F_price_ratio`" 0 0 0
"1886" "XLY_GDAXI_rsi14_ratio" 0 0 0
"1887" "GSPTSE_KS11_price_ratio" 0 0 0
"1888" "`XLK_GF=F_rsi14_ratio`" 0 0 0
"1889" "HSI_MERV_rsi14_ratio" 0 0 0
"1890" "`XLF_HO=F_rsi14_ratio`" 0 0 0
"1891" "GSPTSE_TWII_price_ratio" 0 0 0
"1892" "MXX_rsi14" 0 0 0
"1893" "`BFX_ZC=F_rsi14_ratio`" 0 0 0
"1894" "N100_GDAXI_price_ratio" 0 0 0
"1895" "`HSI_OJ=F_rsi14_ratio`" 0 0 0.001
"1896" "`CT=F_LE=F_price_ratio`" 0 0 0
"1897" "NYA_XLV_price_ratio" 0 0 0
"1898" "`XLU_HG=F_rsi14_ratio`" 0 0 0
"1899" "`GF=F_IEF_price_ratio`" 0 0 0
"1900" "XLV_MERV_rsi14_ratio" 0 0.001 0
"1901" "STI_TLT_rsi14_ratio" 0 0 0
"1902" "XLE_XLY_rsi14_ratio" 0 0.001 0
"1903" "`ZR=F_IEF_price_ratio`" 0 0 0
"1904" "XLV_TNX_rsi14_ratio" 0 0 0.001
"1905" "XLE_JKSE_price_ratio" 0 0 0
"1906" "`SB=F_SI=F_rsi14_ratio`" 0 0 0
"1907" "`STI_ZS=F_rsi14_ratio`" 0 0 0
"1908" "`BFX_ZL=F_rsi14_ratio`" 0 0 0
"1909" "`XLI_OJ=F_rsi14_ratio`" 0 0.001 0
"1910" "XLP_IXIC_rsi14_ratio" 0 0 0
"1911" "GSPTSE_XHB_rsi14_ratio" 0 0 0
"1912" "TNX_GSPTSE_price_ratio" 0 0 0
"1913" "`AORD_HO=F_rsi14_ratio`" 0 0 0
"1914" "`IRX_ZC=F_rsi14_ratio`" 0 0.001 0
"1915" "GSPC_BSESN_rsi14_ratio" 0 0 0.001
"1916" "N100_JKSE_rsi14_ratio" 0 0 0
"1917" "`ZR=F_ZM=F_rsi14_ratio`" 0 0.001 0.001
"1918" "XLE_TYX_rsi14_ratio" 0 0 0.001
"1919" "`MXX_GF=F_rsi14_ratio`" 0 0 0
"1920" "DJI_MXX_rsi14_ratio" 0 0 0
"1921" "STI_NZ50_rsi14_ratio" 0 0 0
"1922" "XLY_JKSE_rsi14_ratio" 0 0 0
"1923" "NYA_KLSE_rsi14_ratio" 0 0 0
"1924" "GSPTSE_N225_rsi14_ratio" 0 0 0
"1925" "`IXIC_OJ=F_rsi14_ratio`" 0 0 0
"1926" "`000001.SS_OJ=F_rsi14_ratio`" 0 0 0.001
"1927" "XLV_TWII_rsi14_ratio" 0 0 0
"1928" "`AORD_CL=F_rsi14_ratio`" 0 0 0
"1929" "`XLY_GC=F_price_ratio`" 0 0 0
"1930" "FTSE_000001.SS_rsi14_ratio" 0 0 0
"1931" "`BSESN_ZO=F_rsi14_ratio`" 0 0 0
"1932" "`HSI_ZR=F_rsi14_ratio`" 0 0 0
"1933" "`KS11_SB=F_rsi14_ratio`" 0 0 0
"1934" "`ZO=F_000001.SS_price_ratio`" 0 0 0
"1935" "STI_MERV_rsi14_ratio" 0 0 0
"1936" "`JKSE_GC=F_rsi14_ratio`" 0 0 0.001
"1937" "GSPC_AORD_rsi14_ratio" 0 0 0
"1938" "`XLU_ZO=F_rsi14_ratio`" 0 0 0.001
"1939" "`KLSE_RB=F_price_ratio`" 0 0 0
"1940" "TNX_smacross" 0 0 0
"1941" "BFX_TYX_rsi14_ratio" 0 0 0
"1942" "XLF_JKSE_rsi14_ratio" 0 0 0
"1943" "DJI_NZ50_rsi14_ratio" 0 0 0
"1944" "N100_HSI_rsi14_ratio" 0 0.001 0
"1945" "`ZS=F_HE=F_price_ratio`" 0 0.001 0
"1946" "NYA_rsi14" 0 0 0
"1947" "`STI_RB=F_price_ratio`" 0 0 0
"1948" "`BVSP_NG=F_rsi14_ratio`" 0 0 0
"1949" "`NG=F_XHB_rsi14_ratio`" 0 0 0
"1950" "`VIX_ZM=F_price_ratio`" 0 0 0
"1951" "XAX_GSPC_rsi14_ratio" 0 0 0
"1952" "`LE=F_GF=F_price_ratio`" 0 0.001 0
"1953" "NYA_TWII_rsi14_ratio" 0 0 0
"1954" "`GDAXI_CT=F_rsi14_ratio`" 0 0 0
"1955" "XLV_KS11_rsi14_ratio" 0 0 0.001
"1956" "`BFX_ZM=F_price_ratio`" 0 0 0
"1957" "`GDAXI_GC=F_price_ratio`" 0 0 0
"1958" "FTSE_rsi14" 0 0 0
"1959" "`BVSP_ZS=F_rsi14_ratio`" 0 0 0
"1960" "XLE_MERV_rsi14_ratio" 0 0 0
"1961" "`XLV_RB=F_rsi14_ratio`" 0 0 0.001
"1962" "`ZR=F_XHB_rsi14_ratio`" 0 0 0
"1963" "FVX_TYX_price_ratio" 0 0 0
"1964" "`XLY_RB=F_rsi14_ratio`" 0 0 0
"1965" "XLB_XLU_price_ratio" 0 0 0.001
"1966" "`BVSP_CC=F_price_ratio`" 0 0 0
"1967" "`ZL=F_HO=F_rsi14_ratio`" 0 0 0
"1968" "`MXX_ZS=F_price_ratio`" 0 0 0
"1969" "`HO=F_ZS=F_rsi14_ratio`" 0 0 0
"1970" "`RUT_ZM=F_rsi14_ratio`" 0 0 0
"1971" "`GDAXI_OJ=F_rsi14_ratio`" 0 0 0
"1972" "XLI_SHY_rsi14_ratio" 0 0 0
"1973" "`CT=F_KE=F_price_ratio`" 0 0 0
"1974" "`XLI_CC=F_rsi14_ratio`" 0 0.001 0.001
"1975" "`KC=F_ZO=F_price_ratio`" 0 0 0
"1976" "`TWII_GC=F_rsi14_ratio`" 0 0 0
"1977" "`ZO=F_000001.SS_rsi14_ratio`" 0 0 0
"1978" "`NG=F_HO=F_rsi14_ratio`" 0 0.001 0.001
"1979" "`KS11_CL=F_rsi14_ratio`" 0 0 0
"1980" "FTSE_NZ50_rsi14_ratio" 0 0 0.001
"1981" "LE.F_rsi14" 0 0 0
"1982" "XLU_JKSE_rsi14_ratio" 0 0 0
"1983" "XLI_N225_price_ratio" 0 0 0
"1984" "GSPC_N225_rsi14_ratio" 0 0 0
"1985" "`XLF_CC=F_price_ratio`" 0 0 0
"1986" "XLI_GDAXI_price_ratio" 0 0 0
"1987" "`JKSE_HO=F_rsi14_ratio`" 0 0 0
"1988" "`XLK_CC=F_rsi14_ratio`" 0 0 0
"1989" "TNX_000001.SS_rsi14_ratio" 0 0.001 0
"1990" "`AXJO_NG=F_price_ratio`" 0 0.001 0
"1991" "`TYX_HG=F_rsi14_ratio`" 0 0 0
"1992" "`ZM=F_KE=F_price_ratio`" 0 0.001 0
"1993" "FCHI_MXX_price_ratio" 0 0 0
"1994" "`XLI_KC=F_rsi14_ratio`" 0 0 0
"1995" "`CT=F_000001.SS_price_ratio`" 0 0 0
"1996" "`ZL=F_HE=F_rsi14_ratio`" 0 0 0
"1997" "`FCHI_HG=F_rsi14_ratio`" 0 0 0
"1998" "RUT_TWII_rsi14_ratio" 0 0 0
"1999" "`MXX_CC=F_rsi14_ratio`" 0 0 0
"2000" "`FCHI_ZC=F_rsi14_ratio`" 0 0 0
"2001" "RUT_FVX_rsi14_ratio" 0 0 0
"2002" "`HO=F_ZS=F_price_ratio`" 0 0.001 0
"2003" "TWII_TLT_rsi14_ratio" 0 0 0
"2004" "`ZS=F_SHY_rsi14_ratio`" 0 0.001 0
"2005" "`GSPTSE_CL=F_rsi14_ratio`" 0 0 0.001
"2006" "`ZO=F_HE=F_rsi14_ratio`" 0 0 0
"2007" "XLU_MERV_rsi14_ratio" 0 0 0
"2008" "`GSPC_CT=F_rsi14_ratio`" 0 0 0
"2009" "VIX_TLT_rsi14_ratio" 0 0 0.001
"2010" "`AORD_KC=F_price_ratio`" 0 0 0
"2011" "`BSESN_ZM=F_rsi14_ratio`" 0 0 0
"2012" "`ZR=F_CT=F_rsi14_ratio`" 0 0 0.001
"2013" "N100_BSESN_price_ratio" 0 0 0
"2014" "`XLU_CT=F_price_ratio`" 0 0 0
"2015" "`JKSE_ZM=F_rsi14_ratio`" 0 0 0
"2016" "`ZO=F_RB=F_rsi14_ratio`" 0 0 0
"2017" "`AXJO_CC=F_rsi14_ratio`" 0 0 0
"2018" "`RUT_SB=F_rsi14_ratio`" 0 0 0
"2019" "`IXIC_GF=F_price_ratio`" 0 0 0
"2020" "`DJI_KC=F_price_ratio`" 0 0 0
"2021" "HSI_NZ50_rsi14_ratio" 0 0 0
"2022" "HSI_XHB_rsi14_ratio" 0 0 0
"2023" "AORD_XHB_rsi14_ratio" 0 0 0
"2024" "`KC=F_KS11_rsi14_ratio`" 0 0 0
"2025" "GSPC_IEF_price_ratio" 0 0 0
"2026" "VIX_JKSE_rsi14_ratio" 0 0.001 0
"2027" "`XLP_KC=F_rsi14_ratio`" 0 0 0
"2028" "FCHI_TNX_price_ratio" 0 0 0
"2029" "`000001.SS_XHB_rsi14_ratio`" 0 0 0
"2030" "NYA_TLT_rsi14_ratio" 0 0 0
"2031" "`CC=F_000001.SS_rsi14_ratio`" 0 0 0
"2032" "BFX_FVX_rsi14_ratio" 0 0 0
"2033" "RUT_XLV_rsi14_ratio" 0 0 0
"2034" "XLU_MXX_rsi14_ratio" 0 0 0
"2035" "N100_KS11_price_ratio" 0 0 0
"2036" "SHY_XHB_rsi14_ratio" 0 0 0
"2037" "XLI_XLP_price_ratio" 0 0 0
"2038" "BSESN_XHB_rsi14_ratio" 0 0 0
"2039" "`XLI_ZS=F_rsi14_ratio`" 0 0 0
"2040" "`XLV_OJ=F_rsi14_ratio`" 0 0 0.001
"2041" "`TYX_SI=F_rsi14_ratio`" 0 0 0
"2042" "IEF_XHB_price_ratio" 0 0 0
"2043" "`ZL=F_LE=F_rsi14_ratio`" 0 0.001 0
"2044" "NYA_XLP_rsi14_ratio" 0 0 0
"2045" "`XLE_OJ=F_price_ratio`" 0 0.001 0
"2046" "BVSP_FTSE_price_ratio" 0 0 0
"2047" "`KLSE_ZO=F_rsi14_ratio`" 0 0 0
"2048" "BSESN_VIX_price_ratio" 0 0 0
"2049" "FCHI_MXX_rsi14_ratio" 0 0 0
"2050" "XLV_SHY_rsi14_ratio" 0 0 0
"2051" "FCHI_N225_price_ratio" 0 0 0
"2052" "`MERV_SB=F_rsi14_ratio`" 0 0 0
"2053" "AORD_smacross" 0 0 0
"2054" "`STI_SB=F_price_ratio`" 0 0 0
"2055" "XLV_N100_rsi14_ratio" 0 0 0
"2056" "XLI_AXJO_rsi14_ratio" 0 0 0
"2057" "XLF_KS11_rsi14_ratio" 0 0 0.001
"2058" "`FTSE_KE=F_rsi14_ratio`" 0 0 0
"2059" "`KLSE_ZM=F_price_ratio`" 0 0 0
"2060" "`VIX_GF=F_price_ratio`" 0 0 0
"2061" "`XAX_HO=F_rsi14_ratio`" 0 0 0
"2062" "XLE_NYA_rsi14_ratio" 0 0 0
"2063" "`FTSE_ZC=F_price_ratio`" 0 0 0
"2064" "XLK_XLV_price_ratio" 0 0 0
"2065" "FVX_XHB_rsi14_ratio" 0 0 0
"2066" "MERV_FTSE_rsi14_ratio" 0 0 0
"2067" "GDAXI_FTSE_price_ratio" 0 0 0
"2068" "`ZC=F_ZS=F_rsi14_ratio`" 0 0 0
"2069" "`XAX_SB=F_rsi14_ratio`" 0 0 0
"2070" "AORD_TLT_price_ratio" 0 0 0
"2071" "DJI_GSPTSE_rsi14_ratio" 0 0 0.001
"2072" "`NYA_SB=F_rsi14_ratio`" 0 0 0
"2073" "XAX_N225_rsi14_ratio" 0 0 0
"2074" "XAX_IXIC_rsi14_ratio" 0 0 0.001
"2075" "`CC=F_KS11_price_ratio`" 0 0 0
"2076" "`ZL=F_NZ50_price_ratio`" 0 0 0
"2077" "N225_IEF_rsi14_ratio" 0 0 0
"2078" "VIX_KS11_rsi14_ratio" 0 0 0.001
"2079" "`ZL=F_ZS=F_price_ratio`" 0 0 0
"2080" "AORD_N225_rsi14_ratio" 0 0 0
"2081" "AXJO_STI_rsi14_ratio" 0 0 0
"2082" "`MXX_OJ=F_rsi14_ratio`" 0 0 0
"2083" "`IRX_RB=F_rsi14_ratio`" 0 0 0
"2084" "`IXIC_CC=F_rsi14_ratio`" 0 0 0
"2085" "AORD_NZ50_rsi14_ratio" 0 0 0
"2086" "XLY_IRX_rsi14_ratio" 0 0 0
"2087" "N100_NZ50_rsi14_ratio" 0 0 0.001
"2088" "IXIC_TNX_rsi14_ratio" 0 0 0
"2089" "`BSESN_LE=F_price_ratio`" 0 0 0
"2090" "`ZR=F_SB=F_price_ratio`" 0 0 0
"2091" "`GSPTSE_ZC=F_rsi14_ratio`" 0 0 0
"2092" "RUT_KLSE_rsi14_ratio" 0 0 0
"2093" "`000001.SS_GC=F_rsi14_ratio`" 0 0 0
"2094" "XLF_FTSE_rsi14_ratio" 0 0 0
"2095" "`GSPC_GF=F_rsi14_ratio`" 0 0 0.001
"2096" "MXX_VIX_price_ratio" 0 0 0
"2097" "OJ.F_rsi14" 0 0 0
"2098" "`ZC=F_CL=F_price_ratio`" 0 0 0
"2099" "`BSESN_KC=F_rsi14_ratio`" 0 0 0
"2100" "`AXJO_ZS=F_rsi14_ratio`" 0 0 0
"2101" "IXIC_GDAXI_rsi14_ratio" 0 0.001 0
"2102" "DJI_GDAXI_rsi14_ratio" 0 0.001 0
"2103" "DJI_N225_price_ratio" 0 0 0
"2104" "`ZO=F_FTSE_rsi14_ratio`" 0 0 0
"2105" "`RUT_OJ=F_rsi14_ratio`" 0 0 0
"2106" "IXIC_N100_rsi14_ratio" 0 0 0
"2107" "`N225_OJ=F_price_ratio`" 0 0.001 0.001
"2108" "FTSE_XHB_rsi14_ratio" 0 0 0.001
"2109" "`N100_CL=F_rsi14_ratio`" 0 0 0
"2110" "`DJI_KC=F_rsi14_ratio`" 0 0 0
"2111" "XLF_XLY_price_ratio" 0 0 0
"2112" "BVSP_XHB_rsi14_ratio" 0 0 0
"2113" "XLB_000001.SS_price_ratio" 0 0 0
"2114" "`XLP_SB=F_price_ratio`" 0 0 0
"2115" "XLE_N100_rsi14_ratio" 0 0 0.001
"2116" "`CC=F_ZL=F_rsi14_ratio`" 0 0 0.001
"2117" "`XLE_HO=F_price_ratio`" 0 0 0
"2118" "`XLU_CC=F_price_ratio`" 0 0.001 0
"2119" "`GSPTSE_LE=F_rsi14_ratio`" 0 0.001 0
"2120" "XLB_FTSE_price_ratio" 0 0 0
"2121" "GSPC_XHB_price_ratio" 0 0 0
"2122" "`STI_ZC=F_rsi14_ratio`" 0 0 0
"2123" "`XLF_ZR=F_rsi14_ratio`" 0 0 0
"2124" "`FCHI_KC=F_rsi14_ratio`" 0 0 0
"2125" "`SB=F_HE=F_price_ratio`" 0 0 0
"2126" "XLE_VIX_rsi14_ratio" 0 0.001 0.001
"2127" "`HE=F_NZ50_price_ratio`" 0 0 0
"2128" "`ZS=F_XHB_rsi14_ratio`" 0 0 0
"2129" "`CT=F_CL=F_price_ratio`" 0 0 0
"2130" "BSESN_KS11_rsi14_ratio" 0 0 0
"2131" "`TNX_NG=F_rsi14_ratio`" 0 0 0
"2132" "`NYA_RB=F_rsi14_ratio`" 0 0 0
"2133" "`XLB_ZM=F_rsi14_ratio`" 0 0 0
"2134" "`BFX_NG=F_rsi14_ratio`" 0 0 0
"2135" "`XLU_ZL=F_price_ratio`" 0 0 0
"2136" "`IRX_ZS=F_rsi14_ratio`" 0 0 0
"2137" "AXJO_FVX_rsi14_ratio" 0 0 0
"2138" "`BFX_SI=F_price_ratio`" 0 0 0
"2139" "XLP_FTSE_rsi14_ratio" 0 0 0.001
"2140" "`ZS=F_GF=F_price_ratio`" 0 0 0
"2141" "`KC=F_TWII_rsi14_ratio`" 0 0 0
"2142" "`KC=F_ZO=F_rsi14_ratio`" 0 0 0.001
"2143" "day_of_week4" 0 0 0
"2144" "HSI_BSESN_rsi14_ratio" 0 0 0
"2145" "`N100_SI=F_price_ratio`" 0 0 0
"2146" "`BSESN_ZL=F_price_ratio`" 0 0 0
"2147" "DJI_FCHI_rsi14_ratio" 0 0 0
"2148" "`LE=F_NZ50_rsi14_ratio`" 0 0 0
"2149" "XLB_GSPTSE_price_ratio" 0 0 0
"2150" "XLE_KLSE_rsi14_ratio" 0 0 0
"2151" "`CC=F_XHB_price_ratio`" 0 0 0
"2152" "`HSI_ZC=F_rsi14_ratio`" 0 0 0
"2153" "MXX_JKSE_rsi14_ratio" 0 0 0
"2154" "FVX_KS11_rsi14_ratio" 0 0 0
"2155" "`KC=F_TLT_rsi14_ratio`" 0 0 0.001
"2156" "XLV_000001.SS_rsi14_ratio" 0 0 0
"2157" "MXX_000001.SS_price_ratio" 0 0 0
"2158" "BVSP_TLT_price_ratio" 0 0 0
"2159" "`XLF_SI=F_rsi14_ratio`" 0 0 0
"2160" "`ZR=F_HO=F_price_ratio`" 0 0 0
"2161" "`N100_KC=F_rsi14_ratio`" 0 0 0
"2162" "KS11_000001.SS_rsi14_ratio" 0 0 0
"2163" "`XLV_ZS=F_rsi14_ratio`" 0 0 0
"2164" "AORD_000001.SS_rsi14_ratio" 0 0 0
"2165" "`AXJO_HE=F_price_ratio`" 0 0 0
"2166" "XLP_KLSE_price_ratio" 0 0 0
"2167" "XLY_TNX_rsi14_ratio" 0 0 0
"2168" "XLE_NZ50_rsi14_ratio" 0 0 0.001
"2169" "XLB_GDAXI_rsi14_ratio" 0 0 0
"2170" "BFX_AXJO_rsi14_ratio" 0 0 0
"2171" "`FVX_CL=F_price_ratio`" 0 0 0
"2172" "`000001.SS_LE=F_rsi14_ratio`" 0 0 0
"2173" "NYA_TNX_rsi14_ratio" 0 0 0
"2174" "`GDAXI_KC=F_rsi14_ratio`" 0 0 0
"2175" "`TNX_KE=F_rsi14_ratio`" 0 0 0
"2176" "`XLB_SB=F_price_ratio`" 0 0 0
"2177" "`SB=F_HO=F_rsi14_ratio`" 0 0 0
"2178" "XLP_IEF_rsi14_ratio" 0 0 0.001
"2179" "`HG=F_SHY_price_ratio`" 0 0 0
"2180" "BSESN_TLT_price_ratio" 0 0 0
"2181" "N225_rsi14" 0 0 0
"2182" "`KLSE_LE=F_rsi14_ratio`" 0 0 0
"2183" "`SB=F_NZ50_rsi14_ratio`" 0 0 0
"2184" "XAX_BSESN_rsi14_ratio" 0 0 0
"2185" "XLV_DJI_rsi14_ratio" 0 0 0.001
"2186" "`ZR=F_CC=F_price_ratio`" 0 0.001 0
"2187" "`RUT_CL=F_rsi14_ratio`" 0 0 0
"2188" "STI_N225_price_ratio" 0 0 0
"2189" "`NG=F_SHY_price_ratio`" 0 0 0
"2190" "XLE_XLI_rsi14_ratio" 0 0 0
"2191" "`CC=F_KE=F_price_ratio`" 0 0 0
"2192" "`XAX_SI=F_price_ratio`" 0 0 0
"2193" "KLSE_GSPTSE_rsi14_ratio" 0 0 0
"2194" "XLU_N100_rsi14_ratio" 0 0.001 0
"2195" "`BFX_HG=F_price_ratio`" 0 0 0
"2196" "XLY_TLT_rsi14_ratio" 0 0 0
"2197" "AXJO_IRX_rsi14_ratio" 0 0 0
"2198" "`ZO=F_ZM=F_rsi14_ratio`" 0 0 0
"2199" "XLB_BVSP_price_ratio" 0 0 0
"2200" "`BVSP_OJ=F_price_ratio`" 0 0 0
"2201" "GSPTSE_TWII_rsi14_ratio" 0 0 0.001
"2202" "XLV_KS11_price_ratio" 0 0 0
"2203" "`BSESN_KE=F_rsi14_ratio`" 0 0 0
"2204" "XAX_NZ50_price_ratio" 0 0 0
"2205" "`KC=F_HG=F_rsi14_ratio`" 0 0 0
"2206" "`MXX_LE=F_rsi14_ratio`" 0 0 0.001
"2207" "GDAXI_HSI_rsi14_ratio" 0 0 0
"2208" "AXJO_TNX_rsi14_ratio" 0 0 0
"2209" "`LE=F_TLT_rsi14_ratio`" 0 0 0
"2210" "N100_N225_price_ratio" 0 0 0
"2211" "GDAXI_GSPTSE_rsi14_ratio" 0 0 0.001
"2212" "XLV_KLSE_rsi14_ratio" 0 0 0
"2213" "XLF_smacross" 0 0 0
"2214" "`XLF_OJ=F_rsi14_ratio`" 0 0 0
"2215" "XAX_MERV_rsi14_ratio" 0 0 0.001
"2216" "`STI_CL=F_rsi14_ratio`" 0 0 0
"2217" "`CL=F_NG=F_price_ratio`" 0 0 0
"2218" "IRX_TNX_rsi14_ratio" 0 0 0
"2219" "`TYX_ZS=F_price_ratio`" 0 0 0
"2220" "VIX_TNX_price_ratio" 0 0 0
"2221" "`VIX_ZL=F_rsi14_ratio`" 0 0 0
"2222" "XLE_IXIC_rsi14_ratio" 0 0.001 0.001
"2223" "XAX_DJI_rsi14_ratio" 0 0 0
"2224" "NYA_TLT_price_ratio" 0 0 0
"2225" "N100_smacross" 0 0 0
"2226" "N100_FVX_rsi14_ratio" 0 0.001 0
"2227" "`GC=F_GF=F_rsi14_ratio`" 0 0 0
"2228" "`HSI_LE=F_rsi14_ratio`" 0 0 0
"2229" "SB.F_smacross" 0 0 0
"2230" "`XLI_HO=F_rsi14_ratio`" 0 0 0
"2231" "GSPTSE_IEF_rsi14_ratio" 0 0 0
"2232" "XLI_000001.SS_rsi14_ratio" 0 0 0
"2233" "`GSPTSE_SI=F_rsi14_ratio`" 0 0 0
"2234" "`KS11_GF=F_price_ratio`" 0 0 0
"2235" "`IXIC_ZS=F_rsi14_ratio`" 0 0 0
"2236" "GSPTSE_SHY_rsi14_ratio" 0 0 0
"2237" "BSESN_FVX_price_ratio" 0 0 0
"2238" "AORD_KS11_rsi14_ratio" 0 0 0.001
"2239" "IRX_TNX_price_ratio" 0 0.001 0
"2240" "`ZM=F_ZC=F_price_ratio`" 0 0 0
"2241" "GDAXI_TYX_rsi14_ratio" 0 0 0
"2242" "`SI=F_SHY_price_ratio`" 0 0 0
"2243" "`XLB_KE=F_rsi14_ratio`" 0 0 0
"2244" "`JKSE_ZS=F_rsi14_ratio`" 0 0 0.001
"2245" "GSPC_SHY_rsi14_ratio" 0 0 0
